Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ALf_Val,ammNO3f_Val,ammSO4f_Val,ASf_Val,BRf_Val,CAf_Val,EC1f_Val,EC2f_Val,EC3f_Val,ECf_Val,OC1f_Val,OC2f_Val,OC3f_Val,OC4f_Val,OMCf_Val,OPf_Val,OPTf_Val,OCf_Val,TCf_Val,CHLf_Val,CLf_Val,CRf_Val,CUf_Val,fAbs_Val,RefF_405_Val,RefF_445_Val,RefF_532_Val,RefF_635_Val,RefF_780_Val,RefF_808_Val,RefF_980_Val,TransF_405_Val,TransF_445_Val,TransF_532_Val,TransF_635_Val,TransF_780_Val,TransF_808_Val,TransF_980_Val,FlowRate_Val,RefI_405_Val,RefI_445_Val,RefI_532_Val,RefI_635_Val,RefI_780_Val,RefI_808_Val,RefI_980_Val,TransI_405_Val,TransI_445_Val,TransI_532_Val,TransI_635_Val,TransI_780_Val,TransI_808_Val,TransI_980_Val,FEf_Val,PBf_Val,MGf_Val,MNf_Val,MT_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,RefM_405_Val,RefM_445_Val,RefM_532_Val,RefM_635_Val,RefM_780_Val,RefM_808_Val,RefM_980_Val,TransM_405_Val,TransM_445_Val,TransM_532_Val,TransM_635_Val,TransM_780_Val,TransM_808_Val,TransM_980_Val,NIf_Val,NO3f_Val,N2f_Val,OP405TR_Val,OP445TR_Val,OP532TR_Val,OP780TR_Val,OP808TR_Val,OP980TR_Val,OP405TT_Val,OP445TT_Val,OP532TT_Val,OP780TT_Val,OP808TT_Val,OP980TT_Val,Pf_Val,Kf_Val,RBf_Val,SampDur_Val,SeaSaltf_Val,SEf_Val,SIf_Val,NAf_Val,SOILf_Val,SRf_Val,SO4f_Val,Sf_Val,TIf_Val,Vf_Val,ZNf_Val,ZRf_Val
IMPAER,BRIG1,1,08/29/2021,39.465,-74.4492,5,NJ,0.00426,0.34048,0.68123,0,0.0038,0.0262,0.19834,0.02449,0,0.04019,-0.0285,0.09659,0.29636,0.24097,1.41851,0.18264,0.19285,0.78806,0.82825,0.98009,0.57654,-0.00004,-0.00002,-999,26.91,181.46,498.61,434.15,164.87,171.19,809.55,21.11,122.46,400.75,307.91,103.43,91.32,96.25,21.76,25.5,169.95,454.36,428.07,162.07,162.65,794.63,18.5,109.06,357,294.11,99.03,84.56,90.78,0.00488,-0.00012,0.05722,0.00007,15.68095,15.963,4.05024,11.6307,4.33233,16.25,114.52,323.39,326.79,121.77,128.25,670.24,1.81,11.7,49.22,56.09,28.32,27.04,39.83,0.00013,0.26394,-0.00285,0.13218,0.13384,0.12375,0.18329,0.11838,0.09905,0.14349,0.15251,0.15094,0.19267,0.15477,0.14016,0.00037,0.03373,0.00011,1440,1.76416,0.00038,0.00937,0.55304,0.08776,0.00053,0.49544,0.16978,0.00028,0.00052,0.00007,0.0011
IMPAER,BRIG1,1,06/01/2022,39.465,-74.4492,5,NJ,0.0227,0.96839,2.48053,0,0.00444,0.05855,0.29734,0.05657,0,0.16664,-0.02855,0.2079,0.51141,0.348,2.20685,0.18727,0.30126,1.22603,1.39267,1.04937,0.06951,-0.00001,0.00039,1.62,42.32,321.59,155.9,541.87,172.75,331.55,381.75,30.36,206.32,78.8,321.36,90.6,33.92,39.63,21.005,33.97,267.04,136.31,482.16,153.75,291.71,327.97,16.39,125.92,57.56,261.52,77.81,29.19,33.73,0.01971,0.00086,0.10956,0.00068,17.31845,17.608,7.77783,9.54062,8.06739,24.04,194.73,107.6,375.71,121.1,242.97,281.6,0.06,4.07,2.77,23.04,11.96,7.98,9.4,0.00011,0.75069,0.00745,0.18837,0.18395,0.17406,0.19857,0.15634,0.11746,0.24112,0.25198,0.2795,0.30107,0.26184,0.2775,0.00003,0.05194,0.00004,1440,1.88887,0.00095,0.06366,0.64706,0.35611,0.00096,1.80402,0.57887,0.00233,0.00057,0.00189,-0.00052
IMPAER,BRIG1,1,06/04/2022,39.465,-74.4492,5,NJ,0.021,0.24542,0.92396,0.00007,0.00219,0.02501,0.61894,0.11552,0,0.36024,0.04325,0.41017,0.61107,0.33891,3.19973,0.37423,0.51785,1.77763,2.13787,0.05513,0.00257,0.00016,0.00144,3.63,75.8,198.92,385.18,325.85,601.88,679.48,332.63,21.02,85.23,193.85,169.95,226.07,231.77,26.59,21.0825,59.22,142.64,272.11,247.94,470.05,527.12,262.83,5.76,29.1,81.53,90.52,132.52,137.59,17.26,0.03179,0.00127,0.02255,0.00098,11.81692,11.8492,5.13184,6.68508,5.16413,51.33,114.52,194.79,178.45,364.47,394.98,202.13,0,2.27,9.8,16.4,37.11,39.67,6.53,0.00006,0.19025,0.02629,0.18876,0.30118,0.35189,0.34854,0.34179,0.33119,0.56666,0.55223,0.53962,0.47927,0.47381,0.44925,0.00437,0.03729,0.00004,1440,0.09923,0.00036,0.06684,0.0462,0.33555,0.00044,0.67197,0.24855,0.00269,0.00031,0.00462,0.00046
IMPAER,BRIG1,1,06/07/2022,39.465,-74.4492,5,NJ,0.01322,0.33666,0.75182,0,0.00219,0.02819,0.0715,0.02357,0,0.03977,-0.03832,0.10165,0.22049,0.12754,0.83999,0.0553,0.07373,0.46666,0.50643,0.5437,0.16962,0.00015,0.00007,0.53,56.91,289.77,307.06,360.4,677.63,374.52,302.18,20.39,118.62,126.38,137.62,190.04,118.64,20.26,21.1075,53.62,271.62,293.64,352.38,645.5,369.31,277.62,17.06,101.51,115.97,130.18,177.49,114.59,18.92,0.01243,0.0003,0.0396,0.00052,11.22333,11.1301,3.24528,7.97805,3.15209,39.69,217.36,235.7,301.94,584.51,325.29,257.05,3.73,37.28,51.2,69.08,114.26,74.34,12.31,0.00012,0.26098,0.00222,0.06032,0.05832,0.06087,0.02459,0.05895,0.01577,0.05616,0.06055,0.07059,0.0642,0.06922,0.05875,0.00069,0.02138,-0.00005,1151,0.97866,0.00016,0.03927,0.32724,0.20519,0.00064,0.54678,0.19139,0.00118,0.00023,0.00143,-0.00102
IMPAER,BRIG1,1,06/10/2022,39.465,-74.4492,5,NJ,0.01468,0.16413,0.83166,0,0.00103,0.01704,0.30902,0.02113,0,0.11183,-0.04219,0.26373,0.35744,0.21586,1.82369,0.21832,0.29103,1.01315,1.12498,0.05005,0.00099,0.00022,0.00107,1.69,165.1,605.83,189.7,243.74,596.96,292.13,368.48,105.32,341.99,129.67,184.61,322.2,141.06,42.6,21.2125,120.63,483.91,150.84,198.66,493.07,243.82,327.5,51.84,188.82,82.1,131.64,236.75,103.92,33.67,0.02317,0.00104,0.01359,0.00063,7.88699,7.44109,3.67522,4.21177,3.22932,84.81,365.8,108.56,144.23,398.85,193.79,277.35,3.35,20.88,13.02,30.7,83.96,37.05,15.59,0.00019,0.12723,0.00246,0.21948,0.21948,0.22185,0.17306,0.19387,0.16962,0.30048,0.30214,0.29932,0.26299,0.26419,0.24841,0.00164,0.01776,0.00012,1440,0.09009,0.0001,0.0355,0.01778,0.20793,0.00031,0.60484,0.20548,0.00175,0,0.00292,-0.00013
IMPAER,BRIG1,1,06/13/2022,39.465,-74.4492,5,NJ,0.02074,0.66378,2.01668,0.00006,0.00222,0.02117,0.4691,0.03647,0,0.21715,0.37026,0.59751,0.63111,0.5047,4.3056,0.28842,0.3895,2.392,2.60915,0.21828,0.00481,0.00024,0.00096,2.62,87.68,49.91,140.89,563.2,267.59,526.53,218.55,61.84,38.86,74.61,274.48,165.91,290.14,28.84,21.345,62.65,37.72,120.63,497.53,227.01,441.22,184.83,19.25,15.21,37.77,167.62,108.14,186.13,19.14,0.02325,0.00133,0.02419,0.00044,12.22926,11.5983,8.48991,3.73935,7.85894,48.59,28.11,97.84,414.84,166.08,345.96,137.99,0.01,0,0.53,6.02,7,13.36,2.29,0.00018,0.51456,0.02874,0.20354,0.25196,0.25196,0.28076,0.24882,0.24882,0.39273,0.39342,0.39587,0.36649,0.35943,0.3346,0.00066,0.03626,-0.00017,1440,0.3929,0.00052,0.04912,0.14174,0.26282,0.00032,1.46668,0.53558,0.00212,0.00054,0.0029,-0.00023
IMPAER,BRIG1,1,06/16/2022,39.465,-74.4492,5,NJ,0.01789,0.2952,0.45002,0,0.0013,0.0346,0.23901,0.0275,0,0.10772,0.01675,0.18524,0.37405,0.18383,1.65359,0.15879,0.21298,0.91865,1.02637,0.50884,0.00131,0.00003,0.00042,1.37,91.34,49.79,133.14,560.07,282.41,518.47,210.57,68.49,41.01,74.68,288.21,176.87,297.89,28.14,21.495,72.91,42.07,120.99,538.94,253.08,473.76,194.64,35.59,24.83,53.16,231.98,144.89,249.18,24.13,0.01473,0.00028,0.01935,0.00049,7.92928,8.87683,2.74424,5.18504,3.69179,59.1,32.96,104.35,476.73,217.32,413.41,172.64,7.24,5.66,17.43,99.09,80.25,139.81,16.21,0.00002,0.22884,0.01381,0.13669,0.15377,0.16894,0.14978,0.13669,0.11411,0.2231,0.22291,0.22027,0.18929,0.19304,0.17731,0.00069,0.02191,0.00004,1440,0.91591,0.00016,0.05398,0.05469,0.26934,0.00033,0.32729,0.12962,0.00182,0.00004,0.00157,-0.00036
IMPAER,BRIG1,1,06/19/2022,39.465,-74.4492,5,NJ,0.00507,0.1505,0.47403,0,0.00174,0.01643,0.07498,0.02576,0,0.06555,-0.00877,0.08152,0.30791,0.11698,0.95909,0.03519,0.0782,0.53282,0.59837,0.05976,0.25718,-0.00001,0.00007,0.26,112.14,286.37,516.58,370.44,373.92,380.28,535.39,70.53,179.28,273.73,224.92,201.74,155.47,39.63,21.385,106.37,274.89,507.67,370.76,366.45,359.65,515.1,57.52,152.82,247.12,216.3,190.14,141.44,35.9,0.00598,0.00004,0.04003,-0.00003,7.83956,7.09175,2.59379,5.24577,1.84598,84.46,218.49,426.82,309.05,322.97,324.18,486.58,13.98,44.54,92.21,100,115.78,88.81,26.81,0.00019,0.11667,0.00869,0.03519,0.03847,0.04133,0.03311,0.0034,0.00425,0.05157,0.0532,0.06314,0.05603,0.04588,0.03811,0.00001,0.01759,-0.00017,1440,0.10757,0.00037,0.01444,0.29499,0.08924,0.00027,0.34475,0.11533,0.00045,0.0005,0.00053,0.00016
IMPAER,BRIG1,1,06/22/2022,39.465,-74.4492,5,NJ,0.01978,0.33433,0.89448,0,0.00409,0.04172,0.26538,0.03681,0,0.16574,-0.00289,0.33569,0.66305,0.35069,2.66938,0.13645,0.17944,1.48299,1.64873,0.54676,0.04475,0.00012,0.00035,2.02,53.59,265.32,282.25,327.49,642.9,343.87,288.44,19.93,115.9,123.91,132.83,191.14,113.87,20.64,21.285,39.52,210.86,226.18,287.84,559.98,304.63,253.14,9.79,64.27,79.84,97.98,146.15,91.06,16.41,0.01744,0.00055,0.05777,0.00059,16.92066,16.6284,5.63445,11.2862,5.34217,26,143.16,146.27,208.66,434,216.56,194.64,0.07,5.26,9.5,16.85,38.52,24.88,5.95,0.00023,0.25917,0.00286,0.11204,0.12194,0.13471,0.10788,0.13645,0.11409,0.17191,0.17844,0.18001,0.16469,0.17155,0.15731,0.00003,0.04352,0.00004,1440,0.98417,0.00028,0.05494,0.32182,0.29407,0.00041,0.65053,0.22094,0.00183,0.00049,0.00262,0.00016
IMPAER,BRIG1,1,06/25/2022,39.465,-74.4492,5,NJ,0.01628,0.51781,1.55715,0.00035,0.00223,0.02239,0.37745,0.01902,0,0.1889,-0.0142,0.3979,0.53139,0.31317,2.58448,0.20756,0.31814,1.43583,1.62473,0.14305,0.00302,0.00009,0.00076,2.47,181.38,627.51,191.2,246.61,603.26,301.46,366.27,107.65,330.81,121.85,174.23,303.54,136.42,39.8,21.62,119.73,456.18,139.2,184.14,480.26,241.68,318.48,35.67,131.14,61.66,104,203.89,89.59,28.81,0.02024,0.00036,0.0277,0.0005,10.89984,10.6233,5.61082,5.28902,5.33425,86.03,355.55,101.03,132.14,383.03,186.19,252.48,0,3.64,2.21,8.1,30.74,13.59,6.16,0.00023,0.4014,0.00036,0.19759,0.19558,0.20756,0.18938,0.20559,0.20361,0.33213,0.33117,0.32794,0.29658,0.29837,0.27932,0.00069,0.02786,-0.00009,1440,0.25749,0.00042,0.0418,0.16433,0.22842,0.00051,1.13247,0.41417,0.00157,0.0006,0.00184,0.00133
IMPAER,BRIG1,1,06/28/2022,39.465,-74.4492,5,NJ,0.01349,0.26466,0.90784,0,0.00134,0.02457,0.42615,0.06207,0,0.22906,0.01859,0.30085,0.59615,0.23786,2.5427,0.25916,0.38144,1.4126,1.64166,0.04681,0.00147,0.00016,0.00082,2.35,77.11,616.02,431.72,400.89,286.61,168.55,330.52,38.08,316.72,212.48,155.84,114.55,67.56,31.02,21.5225,57.34,489.69,344.3,342.96,236.66,143.23,277.47,16.71,153.43,118.28,99.13,77.23,46.67,21.67,0.02517,0.00023,0.00308,0.00029,10.33348,10.2544,4.35029,5.98319,4.27124,43.22,388.05,268.65,288.59,197.59,121.07,237.44,0,9.48,11.47,15.79,19.65,12.02,7.82,0.00005,0.20516,0.00581,0.28375,0.28104,0.27394,0.24645,0.25136,0.22366,0.42374,0.41368,0.4007,0.34844,0.34838,0.31505,0.00324,0.02347,0.00006,1424,0.08426,0.00041,0.0438,-0.00105,0.24273,0.00013,0.66025,0.25768,0.00156,0.00004,0.00396,0.0006
IMPAER,BRIG1,1,07/01/2022,39.465,-74.4492,5,NJ,0.05182,0.69127,1.75823,0,0.00268,0.0309,0.46819,0.08442,0,0.25832,0.00589,0.30237,0.53279,0.24154,2.47838,0.29429,0.40587,1.37688,1.6352,0.43973,0.00424,0.00022,0.00041,1.69,41.16,316.36,151.28,528.67,170.12,328,373.67,31.31,214.45,81.65,329.31,93.78,34.76,40.1,21.55,31.67,251.31,128.78,443.36,147.24,283.31,324.44,16.28,122.14,54.19,241.04,72.85,28.13,32.45,0.03521,0.00031,0.05091,0.00109,12.97101,13.1206,6.36277,6.60824,6.51238,22.84,181.43,103.94,340.32,114.88,234,266.52,0,4.14,2.91,24.62,11.86,7.66,8.44,0.00012,0.53587,0.00079,0.30638,0.32046,0.30638,0.30638,0.26571,0.27231,0.42848,0.4257,0.4213,0.38978,0.35446,0.37306,0.00033,0.03874,0.00002,1440,0.79151,0.00039,0.11111,0.31344,0.53466,0.00049,1.27871,0.43911,0.00434,0.00059,0.00166,0.001
IMPAER,BRIG1,1,07/04/2022,39.465,-74.4492,5,NJ,0.04948,0.55602,1.10344,0,0.00205,0.03265,0.2788,0.02168,0,0.22509,0.025,0.30742,0.85303,0.2154,2.65723,0.07539,0.14961,1.47624,1.70134,0.13215,0.00834,0.00073,0.01833,3.34,110.92,282.02,514.75,363.61,369.42,378.63,534.17,69.71,175.64,272.87,219.31,199.61,155.09,39.73,21.54,83.15,214.99,412.37,297.29,305.79,304.64,458.67,24.52,72.2,134.66,129.19,128.24,97.36,27.48,0.01798,0.00052,0.04887,0.00118,11.36914,10.7652,5.70265,5.66649,5.09871,63.78,161.85,322.83,232.2,242.57,246.49,394.92,4.19,15.25,35.83,44.51,60.39,47.65,16.63,0.00006,0.43102,0.00396,0.0581,0.06435,0.07997,0.07997,0.05613,0.0581,0.15718,0.15709,0.15745,0.13212,0.13056,0.12375,0.00033,0.60854,0.00033,1440,0.23787,0.00014,0.04157,0.06712,0.31907,0.01172,0.8025,0.26978,0.00514,0.00006,0.00389,0.00104
IMPAER,BRIG1,1,07/07/2022,39.465,-74.4492,5,NJ,0.0052,0.38583,1.06138,0,0.00128,0.01908,0.24911,0.03137,0,0.12037,-0.01345,0.20407,0.47197,0.1427,1.73774,0.16012,0.20581,0.96542,1.08578,0.41983,0.0047,0.00003,0.00118,1.67,56.54,289.23,306.78,346.8,667.68,362.65,301.26,21.66,125.86,135.05,145.55,207.82,123.55,21.73,21.3125,44.41,234.48,250.42,305.92,588.57,320.63,268.21,10.48,68.04,85.48,105.95,157.07,96.87,17.64,0.013,0.00145,0.03442,0.00055,14.08272,14.1683,4.095,9.98772,4.18062,34.98,190.64,201.16,255.27,515.25,270.07,236.57,0,8.62,15.21,26.57,56.92,36.46,8.3,0.00029,0.29909,-0.00116,0.13289,0.14033,0.13742,0.13886,0.14033,0.11076,0.20752,0.20488,0.20464,0.19017,0.1914,0.18996,0.00258,0.04003,0.00022,1440,0.75569,0.0007,0.01763,0.29889,0.11963,0.00088,0.77191,0.27317,0.00089,0.00053,0.00204,-0.00003
IMPAER,BRIG1,1,07/10/2022,39.465,-74.4492,5,NJ,0.02352,0.25645,0.73946,0,0.00163,0.05065,0.31121,0.06151,0,0.19368,-0.02058,0.2781,0.74726,0.46376,2.96564,0.17904,0.27183,1.64759,1.84127,0.12984,0.00137,0.00006,0.00191,1.48,198.37,68.34,256.56,198.98,212.23,618.67,791.93,68.56,29.99,97.37,83.18,47.74,173.9,45.6,21.3575,163.83,54,216.86,172.45,187.95,557.48,746.99,30.34,15.34,61.71,60.53,37.63,136.25,37.36,0.02065,0.0012,0.02803,0.00036,12.90739,12.7384,4.92521,7.98218,4.75623,138.95,41.41,180.2,133.8,168.03,460.43,635.74,1.15,1.04,7,10.8,10.31,39.78,15.34,0.00027,0.1988,0.00073,0.15466,0.16552,0.16552,0.12378,0.17231,0.1823,0.2855,0.28094,0.2823,0.25507,0.25299,0.23527,0.003,0.05896,0.00009,1440,0.23371,0.00014,0.07112,0.12445,0.36728,0.00168,0.53779,0.21971,0.00305,0.00029,0.00219,0.00047
IMPAER,BRIG1,1,07/13/2022,39.465,-74.4492,5,NJ,0.01689,0.35856,1.82674,0,0.00194,0.03207,0.76798,0.06568,0,0.27757,-0.01163,0.43171,0.59698,0.28667,3.34769,0.5561,0.69443,1.85982,2.13739,0.13048,0.0022,0.00021,0.0013,2.41,197.4,67.04,253.33,196.65,210.45,615.57,794.88,71.23,31.19,101.26,86.82,49.75,181.06,47.74,21.4025,155.12,50.36,204.54,161.13,179.81,524.7,713.34,23.75,12.77,53.06,53.87,34.26,123.81,34.99,0.0276,0.00015,0.00692,0.00111,16.22571,15.7475,6.83329,9.39242,6.35507,136.98,40.18,175.23,127.11,162.77,439.76,606.31,0,0,0.51,1.35,1.93,9.05,4.71,0.00027,0.27795,0.00231,0.47722,0.52039,0.50196,0.45056,0.51588,0.52718,0.7179,0.71382,0.71243,0.66864,0.66121,0.63236,0.0056,0.03279,0.00012,1440,0.23486,0.00068,0.05999,0.07394,0.30965,0.00057,1.32854,0.5154,0.00209,0.00054,0.00357,0.00006
IMPAER,BRIG1,1,07/16/2022,39.465,-74.4492,5,NJ,0.01105,0.67784,1.95627,0,0.00173,0.03614,0.32737,0.02085,0,0.16722,0.03047,0.31428,0.33259,0.23198,1.96258,0.181,0.26764,1.09032,1.25754,0.06537,0.00207,0.00011,0.00065,2.03,69.56,33.45,89.34,437.04,212.36,388.74,154.63,64.24,34.4,72.44,317.69,157.84,275.08,24.52,21.41,54.03,27.09,76.17,394.05,185.77,340.25,138.42,26.67,16.93,44.47,222.8,118.04,206.3,19.42,0.02065,0.00133,0.01196,0.0006,9.78265,9.25798,5.68572,4.09693,5.16105,45.34,22.57,65.87,338.51,162.28,301.1,123.99,0.11,0.01,1.73,16.7,16.64,31.06,4.82,0.00038,0.52546,-0.00114,0.16933,0.181,0.15352,0.16625,0.14169,0.12752,0.28553,0.28245,0.27989,0.24785,0.24568,0.23051,0.00043,0.0209,0.00014,1440,0.11767,0.00076,0.0573,0.13773,0.27948,0.00034,1.42274,0.52099,0.00186,0.00086,0.00285,0.00043
IMPAER,BRIG1,1,07/19/2022,39.465,-74.4492,5,NJ,0.0209,0.21447,2.51527,0,0.00146,0.024,0.65168,0.11792,0,0.26276,0.11698,0.38002,0.48721,0.25177,3.13708,0.50684,0.66441,1.74281,2.00558,0.05449,0.001,0.00012,0.00079,2.56,48.7,81.57,190.58,230.54,454.78,435.91,466.15,23.48,43.56,102.54,104.66,156.62,168.33,28.91,21.5525,34.9,61.67,140.83,182.3,381.45,354.3,387.79,9.39,20.37,53.06,62.87,103.16,110.78,20.18,0.0315,0.00108,0.0016,0.00085,11.36753,10.6192,7.31522,4.05231,6.56691,27,48.2,110.92,142.25,305.57,287.14,331.86,0,0,0.73,2.24,7.84,9.09,3.07,0.00016,0.16626,0.00255,0.49936,0.49778,0.485,0.49309,0.48015,0.41639,0.72208,0.7126,0.69791,0.62318,0.61682,0.58356,0.0049,0.02727,0.0002,1427,0.09808,0.00063,0.06948,0.0382,0.33924,0.00029,1.82929,0.62461,0.00253,0.00018,0.00441,0.00069
IMPAER,BRIG1,1,07/22/2022,39.465,-74.4492,5,NJ,0.04744,0.29732,1.66506,0.00016,0.00289,0.04775,0.61225,0.0221,0,0.28619,0.28446,0.5036,0.81749,0.44667,4.32067,0.34815,0.49051,2.40038,2.68657,0.09344,0.00263,0.00016,0.00096,3.09,55.4,287.39,301.55,351.94,660.23,369.3,297.33,21.79,130.07,139.68,155.52,213.95,133.06,22.73,21.455,38.7,206.45,215.98,274.1,536.01,286.46,235.69,7.47,51.12,68.3,89.37,135.27,85.25,15.24,0.05132,0.0012,0.01864,0.00129,21.24929,19.6327,9.00754,12.2418,7.39092,27.7,156.65,157.4,211.59,422.31,215.54,184.62,0,0,0,2.56,8.64,6.17,0.54,0.00014,0.23048,0.00573,0.35367,0.35093,0.35093,0.33086,0.32481,0.29621,0.51132,0.50649,0.49972,0.4535,0.4476,0.42321,0.00379,0.04567,0.00004,1440,0.16819,0.00068,0.13574,0.09519,0.65349,0.00052,1.21095,0.49319,0.00469,0.00029,0.00412,0.00122
IMPAER,BRIG1,1,07/25/2022,39.465,-74.4492,5,NJ,0.09083,0.76745,1.8301,0,0.00358,0.06556,0.17112,0.04661,0,0.06163,-0.02167,0.29611,0.60699,0.38116,2.55362,0.15609,0.20316,1.41868,1.48032,1.04719,0.17187,0.00044,0.00188,1.39,138.88,573.83,181.11,226.81,587.61,288.18,365.49,87.66,319.14,122.77,171.19,310.74,138.69,41.76,21.3225,114.21,494.79,155.74,200.14,527.12,257.11,327.17,54.49,216.06,91.79,137,259.22,113.41,34.43,0.07192,0.00106,0.07985,0.00123,14.45496,14.723,7.87267,6.58229,8.14067,77.25,365.43,108.28,143.37,420.21,204.48,270.59,0,8.3,5.55,17.37,55.94,25.51,11.25,0.00008,0.59492,-0.00116,0.12747,0.14207,0.15098,0.15401,0.13004,0.12457,0.19608,0.2001,0.20304,0.20385,0.20258,0.20745,0.00096,0.06541,0.00008,1434,1.88494,0.00064,0.21899,0.66617,1.04292,0.00134,1.33098,0.44454,0.00871,0.00026,0.00279,0.00142
IMPAER,BRIG1,1,07/28/2022,39.465,-74.4492,5,NJ,0.02771,0.37068,1.9826,0.00023,0.00207,0.02262,0.64143,0.01567,0,0.22804,0.01642,0.48924,0.48697,0.24658,3.00289,0.42906,0.5634,1.66828,1.89631,0.08691,0.00149,0.00013,0.00077,2.75,74.89,614.94,426.1,357.39,293.69,180.26,326.69,43.31,385.38,223.01,189.26,122.74,80.33,31.56,21.4275,55.41,468.24,330.61,293.4,247.62,146.37,289.23,16.09,166.66,118.96,117.45,83.88,54.85,23.52,0.03384,0.00097,0.0026,0.00071,11.57495,10.4786,7.2454,4.32955,6.14902,43.5,364.42,262.61,235.6,200.52,119.99,236.62,0,0.72,1.24,3.75,5.45,3.73,2.4,0.00022,0.28735,0.00292,0.44276,0.4513,0.42438,0.4044,0.38828,0.43139,0.58005,0.57996,0.57674,0.54014,0.53754,0.52113,0.00658,0.0337,0.00011,1440,0.15644,0.00074,0.08952,0.1088,0.40837,0.0005,1.44189,0.58024,0.00296,0.00022,0.00298,0.00054
IMPAER,BRIG1,1,07/31/2022,39.465,-74.4492,5,NJ,0.0115,0.24491,1.32753,0,0.00151,0.03145,0.54533,0.04009,0,0.28832,-0.01908,0.4283,0.62271,0.29877,2.93004,0.2971,0.45026,1.6278,1.91611,0.04342,0.00128,0.00022,0.00146,3.12,138.83,569.52,180.77,237.64,589.39,287.23,382.12,94.45,353.52,132.71,191.38,336.46,147.22,46.01,21.4375,80.56,375.5,116.87,162.36,405.67,207.52,287.09,26.02,118.8,56.81,99.07,186.44,84.49,28.42,0.02708,0.00157,0.00287,0.00081,9.57899,8.59221,6.13319,3.4458,5.14641,57.83,291.96,84.64,116.03,326.53,161.93,237.13,0,0.98,0.25,4.84,22.6,9.11,4.71,0.00026,0.18985,0.01825,0.26995,0.28656,0.28924,0.22846,0.26433,0.20945,0.47895,0.47669,0.46726,0.40996,0.41693,0.38779,0.00155,0.03421,0.00012,1440,0.07816,0.00061,0.05256,0.02666,0.27745,0.00091,0.96548,0.37406,0.00231,0.00057,0.00361,0.00048
IMPAER,BRIG1,1,08/03/2022,39.465,-74.4492,5,NJ,0.02316,0.28481,2.13439,0,0.00185,0.03087,0.5987,0.05078,0,0.26833,0.04781,0.36849,0.40819,0.22158,2.569,0.38115,0.51015,1.42722,1.69555,0.06495,0.00175,0.00029,0.0007,2.95,56.45,291.28,309.12,356.4,671.85,368.17,299.76,24.56,144.46,154.24,170.13,238.47,145.82,25.15,21.475,40.1,215.45,230.91,287.18,549.12,298.55,234.62,8.16,58.55,78.34,100.33,151.83,97.59,17.01,0.03092,0.00029,0.00785,0.00161,12.38405,10.8503,7.23511,5.14894,5.7014,30.5,171.18,175.86,231.2,459.98,236.46,199.12,0,0,0.51,4.01,15.1,9.34,1.96,0.00015,0.22078,0.00293,0.36546,0.39093,0.38768,0.3444,0.36179,0.29245,0.5393,0.53701,0.52831,0.48095,0.47809,0.44478,0.00069,0.02503,-0.00015,1440,0.11691,0.00063,0.05907,0.03137,0.32797,0.00001,1.55228,0.54473,0.00247,0.00038,0.00447,0.00197
IMPAER,BRIG1,1,08/06/2022,39.465,-74.4492,5,NJ,0.06873,0.3341,0.96526,0,0.00145,0.03116,0.28512,0.0952,0,0.14445,-0.01366,0.27776,0.43018,0.28359,2.18473,0.23587,0.30328,1.21374,1.35819,0.16703,0.00125,0.00015,0.0004,1.09,185.67,65.13,250.54,193.77,201.4,610.16,809.99,77.59,35.07,115.45,98.74,55.19,205.88,54.58,21.85,158.58,57.2,229.96,183.11,193.36,569.44,757.54,47.93,24.46,90.18,82.41,48.28,174.98,47.52,0.04978,0.00075,0.02865,0.00101,8.51517,9.04699,4.11955,4.39562,4.65137,139.53,44.44,192.02,146.91,167.88,487.83,674.35,5.87,3.76,19.74,24.3,18.9,73.41,25.71,0.00012,0.25899,0.00042,0.17884,0.21603,0.20795,0.20021,0.2009,0.17376,0.29712,0.30006,0.3077,0.29176,0.26096,0.23876,0.00002,0.03324,-0.00017,1440,0.30065,0.00013,0.15617,0.16422,0.72217,0.00054,0.70201,0.27231,0.00559,0.00006,0.00124,0.00028
IMPAER,BRIG1,1,08/09/2022,39.465,-74.4492,5,NJ,0.07896,0.61581,1.64875,0,0.00226,0.0546,0.40934,0.07284,0,0.22295,0.15936,0.70542,0.90554,0.48094,4.51888,0.25923,0.33814,2.51049,2.73345,0.39614,0.00491,0.00024,0.00073,2.41,103.74,268.7,501.23,360.46,362.01,370.03,525.36,70.74,182.46,282.18,234.59,209.55,161.73,41.33,21.645,83.42,219.35,420.36,317.63,312.18,312.65,488.67,29,88.3,160.1,158.84,147.53,112.51,31.97,0.05944,0.00069,0.07911,0.00103,16.85238,17.4824,7.97856,8.87382,8.60854,67.42,175.62,336.02,257.48,254.71,258.44,400.3,1.43,5.25,11.63,15.97,24.21,19.89,8.15,0.00022,0.47737,0.00264,0.21856,0.23785,0.246,0.2023,0.18503,0.33392,0.3271,0.332,0.33759,0.31704,0.31266,0.33641,0.00095,0.04879,0.00017,1425,0.71305,0.00068,0.18847,0.40159,0.88909,0.00087,1.19909,0.49123,0.00683,0.00059,0.00256,0.00106
