Dataset,SiteCode,POC,Date,Latitude,Longitude,Elevation,State,ALf_Val,ammNO3f_Val,ammSO4f_Val,ASf_Val,BRf_Val,CAf_Val,EC1f_Val,EC2f_Val,EC3f_Val,ECf_Val,OC1f_Val,OC2f_Val,OC3f_Val,OC4f_Val,OMCf_Val,OPf_Val,OPTf_Val,OCf_Val,TCf_Val,CHLf_Val,CLf_Val,CRf_Val,CUf_Val,fAbs_Val,RefF_405_Val,RefF_445_Val,RefF_532_Val,RefF_635_Val,RefF_780_Val,RefF_808_Val,RefF_980_Val,TransF_405_Val,TransF_445_Val,TransF_532_Val,TransF_635_Val,TransF_780_Val,TransF_808_Val,TransF_980_Val,FlowRate_Val,RefI_405_Val,RefI_445_Val,RefI_532_Val,RefI_635_Val,RefI_780_Val,RefI_808_Val,RefI_980_Val,TransI_405_Val,TransI_445_Val,TransI_532_Val,TransI_635_Val,TransI_780_Val,TransI_808_Val,TransI_980_Val,FEf_Val,PBf_Val,MGf_Val,MNf_Val,MT_Val,RCTM_Val,MF_Val,CM_calculated_Val,RCFM_Val,RefM_405_Val,RefM_445_Val,RefM_532_Val,RefM_635_Val,RefM_780_Val,RefM_808_Val,RefM_980_Val,TransM_405_Val,TransM_445_Val,TransM_532_Val,TransM_635_Val,TransM_780_Val,TransM_808_Val,TransM_980_Val,NIf_Val,NO3f_Val,N2f_Val,OP405TR_Val,OP445TR_Val,OP532TR_Val,OP780TR_Val,OP808TR_Val,OP980TR_Val,OP405TT_Val,OP445TT_Val,OP532TT_Val,OP780TT_Val,OP808TT_Val,OP980TT_Val,Pf_Val,Kf_Val,RBf_Val,SampDur_Val,SeaSaltf_Val,SEf_Val,SIf_Val,NAf_Val,SOILf_Val,SRf_Val,SO4f_Val,Sf_Val,TIf_Val,Vf_Val,ZNf_Val,ZRf_Val
IMPAER,MAVI1,1,07/02/2019,41.3309,-70.7846,2.5,MA,0.01695,0.68333,0.94634,0,0.00215,0.02147,0.64406,0.03264,0,0.40329,0.23288,0.59264,0.77412,0.32165,3.95046,0.27341,0.42609,2.1947,2.59799,0.0779,0.00426,0.00016,0.00189,4.26,602.7,117.61,660,300.13,703.02,308.45,260.3,115.44,42.03,105.25,214.24,155.89,118.5,27.7,21.31,527.04,93.82,618.25,241.39,602.88,242.48,212.11,23.52,11.22,35.46,94.83,76.95,59.62,16.03,0.03466,0.00094,0.02587,0.00101,12.60598,12.3197,6.66108,5.9449,6.37475,517.75,88.99,591.82,217.71,571.99,230,195.82,0,0,0.76,7.44,10.25,8.93,2.63,0.00018,0.52971,0,0,0,0.41137,0.26521,0,0.16035,0.4572,0.45573,0.44093,0.39048,0.37681,0.35035,0.00142,0.03668,-0.00019,1428,0.14022,0.00074,0.03627,0.2081,0.25111,0.00058,0.68825,0.288,0.00239,0.00012,0.00373,-0.00048
IMPAER,MAVI1,1,07/05/2019,41.3309,-70.7846,2.5,MA,0.01331,0.36521,1.82875,0.00024,0.00106,0.0105,0.55581,0.07132,0,0.26602,0.05226,0.32132,0.31952,0.16085,2.18711,0.36111,0.48307,1.21506,1.48109,0.02995,0.00375,0.00017,0.00069,2.67,68.43,539.6,631.89,384.25,475.31,985.07,400,81.01,374.72,406.93,264.96,268.98,422.42,67.27,21.595,48.24,412.03,515.78,312.36,404.98,827.15,334.38,31.74,170.7,215,159.23,176.55,281.14,47.24,0.01765,0.00146,0.01081,0.00034,9.27981,8.31588,5.81701,3.4628,4.85308,38.2,341.54,445.58,263.26,342.85,731.25,276.09,0,3.64,7.84,10.46,21.74,37.6,10.27,0.00027,0.28311,0,0.38701,0.37019,0.35491,0.36576,0.32084,0.34847,0.52224,0.5133,0.50154,0.45186,0.45081,0.42103,0,0.02208,0.00002,1440,0.05391,0.00036,0.02408,0.01611,0.15208,0.0003,1.33,0.48131,0.00155,0.00058,0.00265,0.00143
IMPAER,MAVI1,1,07/08/2019,41.3309,-70.7846,2.5,MA,0.01438,0.2813,0.33093,0,0.00164,0.01086,0.31504,0.02175,0,0.27765,0.08748,0.45937,0.67528,0.26736,2.78753,0.05914,0.21055,1.54863,1.82628,0.07973,0.00218,0.00006,0.00131,2.69,221.68,685.11,70.83,590.08,250.96,479.15,412.22,185.06,505.81,40.28,497.17,223.59,78.48,274.79,21.5225,164.39,533.66,62,481.24,198.19,404.46,347.86,73.28,232.87,22.81,318.16,157.49,59.28,195.65,0.01699,0.00039,0.01432,0.00056,10.09809,9.79595,4.29595,5.80214,3.99381,143.82,463,56.82,426.71,170.47,364.7,307.4,4,18.66,1.64,56.52,41.96,22.58,54.21,0.00001,0.21806,0,0.07491,0.10484,0.10058,0.06678,0.08322,0.0876,0.22755,0.22459,0.22594,0.19437,0.17543,0.20128,0.00183,0.04221,-0.00011,1440,0.14351,0.00016,0.03199,0.13245,0.17288,0.00095,0.24068,0.10827,0.00143,0,0.00177,-0.00027
IMPAER,MAVI1,1,07/11/2019,41.3309,-70.7846,2.5,MA,0.01009,0.34745,1.08318,0,0.00193,0.01056,0.42751,0.05343,0,0.18231,0.07867,0.40927,0.45641,0.24591,2.68,0.29863,0.35745,1.48889,1.67119,0.07603,0.0029,0.00005,0.00055,2.74,208.67,195.81,362.96,260.69,491.88,311.02,344.89,103.25,107.42,324.34,163.22,290.57,183.23,41.99,21.44,182.52,169.64,269.05,229.04,426.44,268.37,312.86,48.09,56.56,180.06,108.26,207.25,132.02,32.03,0.01294,0.00104,0.01385,0.00038,9.89419,8.59812,5.83602,4.05817,4.53995,161.43,149.53,217.89,198.66,370.52,226.5,279.21,0,0,4.67,5.1,25.4,15.55,6.03,0.00025,0.26934,0,0.31524,0.2934,0.28093,0.23216,0.2507,0.24262,0.38239,0.37641,0.37116,0.33811,0.337,0.31595,0.00053,0.02314,-0.00016,1440,0.13685,0.00053,0.01497,0.14258,0.11015,0.0002,0.78777,0.33371,0.00111,0.00033,0.00199,0.00092
IMPAER,MAVI1,1,07/14/2019,41.3309,-70.7846,2.5,MA,0.02282,0.67477,2.1467,0.00052,0.00287,0.02552,0.83539,0.0363,0,0.34609,0.19471,0.58483,0.68845,0.34708,4.21321,0.5256,0.6197,2.34067,2.68676,0.05665,0.00341,0.00032,0.00333,5.26,137.58,295.31,432.95,388.87,214.02,182.38,632.14,81.88,151.69,185.81,107.82,196.96,101.23,84.29,21.395,99.63,239.83,337.78,360.36,151.24,158.48,489.54,18.43,40.94,60.36,44.92,94.44,49.4,43.28,0.03091,0.00173,0.02822,0.00097,15.00646,13.8269,8.91598,6.09048,7.7364,91.2,219.82,317.39,338.27,122.68,144.55,440.09,0,0,0,0,3.66,1.64,3.8,0.00036,0.52308,0.00669,0.21632,0.36948,0.2276,0.34356,0.35409,0.27259,0.65889,0.65563,0.63942,0.58133,0.57542,0.52758,0.00425,0.08497,0.00015,1440,0.10197,0.00082,0.03263,0.18954,0.25365,0.00194,1.56124,0.60722,0.00299,0.00074,0.00639,0.00096
IMPAER,MAVI1,1,07/17/2019,41.3309,-70.7846,2.5,MA,0.02517,0.52509,2.26625,0,0.00287,0.02903,0.38897,0.01286,0,0.14111,0.03576,0.45807,0.60017,0.39589,3.1511,0.26072,0.33393,1.75061,1.89171,0.34444,0.00349,0.00013,0.00058,2.38,222.71,660.67,69.83,586.94,254.99,463.88,402.15,185.69,506.56,40.65,497.39,228.22,79.06,280.56,21.535,166.36,527.47,63.87,499.79,209.01,399.55,350.45,75.67,249.76,25.3,343.2,166.85,61.37,213.32,0.02126,0.00061,0.05209,0.00051,13.92508,12.6243,8.28062,5.64446,6.97985,137.32,411.71,54.44,395.28,163.33,326.86,281,0.21,3.43,0,17.26,14.91,10.41,20.35,0.00004,0.40705,0,0.18166,0.26266,0.3312,0.23952,0.21709,0.25677,0.31728,0.32768,0.33759,0.32426,0.3021,0.33689,0.00217,0.04001,0.00024,1440,0.61999,0.00096,0.04749,0.42391,0.27631,0.00083,1.64818,0.60041,0.00202,0.00019,0.00236,0.00052
IMPAER,MAVI1,1,07/20/2019,41.3309,-70.7846,2.5,MA,0.04032,0.65965,5.4185,0.00011,0.0036,0.03764,1.13655,0.03835,0,0.56235,0.1527,0.80305,0.44498,0.50628,4.53521,0.61255,0.85583,2.51956,3.08191,0.05045,0.00443,0.00036,0.00217,5.66,64.61,148.88,236.24,499.13,309.39,326.8,774.87,33.57,167.5,233.99,329.77,279.56,281.78,86.56,21.3675,51.08,92,166.09,417.78,218.31,230.22,665.28,5.67,34.25,65.64,116.73,118.46,119.41,42.57,0.05366,0.00089,0.04362,0.00145,19.84642,17.5315,14.07744,5.76898,11.7625,47.41,77.21,143.56,384.3,186.29,195.8,623.43,0,0,0,0,0.65,1.67,0.89,0.00032,0.51136,0,0.56202,0.54773,0.58547,0.51313,0.53316,0.47695,0.87647,0.88103,0.8766,0.81399,0.80625,0.77097,0.00574,0.04843,0.00001,1440,0.09081,0.00117,0.08346,0.28495,0.49599,0.00068,3.94073,1.36768,0.00426,0.00046,0.00568,0.00161
IMPAER,MAVI1,1,07/23/2019,41.3309,-70.7846,2.5,MA,0.03938,0.27824,0.66982,0,0.00234,0.02692,0.17139,0.01533,0,0.09618,-0.00767,0.21184,0.46225,0.3285,1.95383,0.09054,0.13905,1.08546,1.18165,1.03523,0.71483,0.00001,0.00018,0.62,98.17,412.97,243.31,447.09,447.45,446.69,558.23,78.78,346.35,185.68,302.23,363.74,329.09,86.37,21.3375,84.83,382.99,236.81,431.65,441.05,429.35,547.62,60.78,289.43,170.3,285.93,339.05,308.62,81.05,0.00584,0.00076,0.05769,0.00011,11.76755,11.9443,4.84011,6.92744,5.01688,63.58,298.05,193.27,359.19,347.43,357.46,469.33,3.22,20.43,18.55,47.21,86.11,83.37,32.07,0.00007,0.21569,0.00361,0.07109,0.10199,0.11006,0.12201,0.08873,0.10132,0.12655,0.13018,0.13863,0.13087,0.13432,0.13655,0.00288,0.04003,-0.00004,1432,1.86341,0.00022,0.00413,0.59007,0.1554,0.00051,0.48714,0.15998,0.00024,0,0.00078,0.00014
IMPAER,MAVI1,1,07/26/2019,41.3309,-70.7846,2.5,MA,0.02318,0.12463,0.73127,0,0.00121,0.01318,0.30742,0.04563,0,0.13858,0.00875,0.21336,0.46279,0.19456,1.96907,0.21447,0.2517,1.09393,1.2325,0.09032,0.00108,0.00001,0.00056,1.7,214.46,209.47,350.58,278.11,822.19,502.51,299.98,102.09,87.4,338.96,286.44,397.07,334.86,38.42,21.56,186.43,187.92,305.2,255.91,763.66,466.21,278.45,58.44,55.43,238.63,218.88,319.86,267.91,31.52,0.02327,0.00043,0.00229,0.0003,8.47923,7.97274,3.8918,4.58743,3.38531,162.98,172.93,245.9,212.2,693.32,413.23,251.28,2.21,3.58,28.06,40.94,96.64,83.35,13.23,0.00021,0.09661,0,0.20004,0.16527,0.19349,0.14849,0.17897,0.16527,0.28792,0.28059,0.2666,0.22304,0.22148,0.20316,0.00372,0.02388,0.00028,1440,0.16258,0.00021,0.05055,0.04532,0.25918,0.00032,0.53183,0.21906,0.00233,0.00008,0.00207,0.001
IMPAER,MAVI1,1,07/29/2019,41.3309,-70.7846,2.5,MA,0.01844,0.92993,2.28799,0.00015,0.00379,0.03617,0.54818,0.04917,0,0.39348,0.13546,0.70742,0.83365,0.48374,4.25545,0.20387,0.43278,2.36414,2.75763,0.36578,0.00581,0.00018,0.00081,3.81,66.27,533.28,642.34,397.46,486.88,969.04,384.01,87.38,404.15,440.06,283.59,288.23,452.99,70.55,21.5925,42.77,386.27,499.9,309.35,391.41,807.86,306.87,25.39,151.07,204.89,155.94,178.09,284.01,47.4,0.02601,0.0015,0.06264,0.00061,17.60268,16.4329,9.94895,7.65373,8.77917,32.59,308.88,416.64,261.38,324.17,679.01,247.65,0,1.85,4.66,6.7,15.5,26.78,7.73,0.00048,0.72088,0.00504,0.23439,0.26253,0.25342,0.22119,0.26253,0.20742,0.42352,0.43102,0.43715,0.40851,0.40827,0.37032,0.00307,0.04909,0.00005,1440,0.6584,0.0009,0.03529,0.59722,0.25391,0.00082,1.66399,0.66006,0.00184,0.00032,0.00383,0.00012
IMPAER,MAVI1,1,08/01/2019,41.3309,-70.7846,2.5,MA,0.02033,0.24278,1.4682,0,0.00159,0.01559,0.56586,0.06503,0,0.3439,0.05178,0.41157,0.59175,0.26516,2.89305,0.28699,0.46364,1.60725,1.95116,0.05503,0.00232,0.00024,0.00121,3.38,230.6,660.64,66.32,594.79,260.63,464.93,401.09,177.72,471.69,36.64,472.21,223.29,74.72,266.09,21.645,160.71,484.09,58.01,457.02,195.22,373.51,317.52,56.6,178.25,17.29,251.82,134.18,49.51,160.43,0.03283,0.00073,-0.00144,0.00055,10.6547,10.0332,5.95464,4.70006,5.33311,138.47,402.73,52.32,382.97,161.81,321.43,271.63,0,3.06,0,16.9,17.05,11.1,22.12,0.00011,0.1882,0.00563,0.26034,0.33883,0.37125,0.28176,0.28433,0.297,0.50154,0.49775,0.48727,0.43268,0.39781,0.4336,0.0032,0.02682,0.00005,1440,0.09905,0.0005,0.05288,0.08316,0.28613,0.00042,1.06778,0.39093,0.00251,0.00032,0.00306,0.0007
IMPAER,MAVI1,1,08/04/2019,41.3309,-70.7846,2.5,MA,0.01655,0.38584,1.51701,0,0.00178,0.01576,0.34542,0.0475,0,0.19556,-0.0108,0.20724,0.33548,0.2396,1.74398,0.19736,0.26233,0.96888,1.16444,0.14346,0.00258,0.00012,0.00067,2.72,50.73,375.75,237.63,354.87,239.77,205.03,441.27,46.67,225.64,283.05,142.88,252.4,153.32,122.19,21.505,41.21,341.1,181.14,342.46,206.24,187.59,375.55,21.93,115.73,159.96,96.13,180.8,112.42,91.39,0.02392,0,0.03039,0.00042,9.85961,9.64698,4.52171,5.3379,4.30908,36,305.21,149.84,324.35,178.22,170.51,325.29,0,6.11,14.43,13.72,43.39,28.34,33.69,0.0001,0.2991,0.00366,0.17531,0.23444,0.14313,0.13859,0.18844,0.14086,0.29235,0.28409,0.27035,0.24073,0.24073,0.2197,0.00156,0.02519,-0.00011,1440,0.25823,0.00031,0.0341,0.19124,0.20846,0.00042,1.10328,0.40598,0.00184,0.00024,0.00194,-0.00026
IMPAER,MAVI1,1,08/07/2019,41.3309,-70.7846,2.5,MA,0.0061,0.41966,2.01336,0.00021,0.0025,0.02505,0.30845,0.01502,0,0.0384,-0.03895,0.20336,0.40475,0.2084,1.91273,0.28507,0.26851,1.06263,1.10102,0.28627,0.02203,0.00009,0.00053,2.2,49.32,368.3,247.06,355.73,233.68,184.15,428.74,51.45,251.1,330.27,156.11,277.58,164.65,134.24,21.505,41.73,336.08,202.81,342.32,210.84,171.38,385.75,28.36,149.86,219.56,114.27,216.51,128.54,108.66,0.01067,0.00101,0.05141,0.00022,11.02665,10.1062,5.93325,5.0934,5.01276,33.12,295.29,149.62,309.58,170.53,151.59,303.42,0.23,6.71,16.36,12.9,40.97,26.24,33.43,0.00007,0.32532,0,0.21984,0.22723,0.21576,0.20679,0.16431,0.19884,0.27207,0.27129,0.27103,0.26071,0.25699,0.24629,0.00002,0.03637,0.00013,1440,0.51529,0.00042,0.01276,0.38989,0.11332,0.00053,1.46426,0.5261,0.00076,0.00016,0.0023,0.00109
IMPAER,MAVI1,1,08/10/2019,41.3309,-70.7846,2.5,MA,0.00692,0.36396,0.64549,0,0.00157,0.01838,0.24476,0.01464,0,0.15521,-0.03931,0.17232,0.44953,0.23786,1.66426,0.10419,0.14175,0.92459,1.0798,0.23781,0.01274,0.00005,0.00091,2.53,69.28,539.98,641.84,419.19,486.28,999.79,416.95,82.52,388.76,429.3,272.11,278.45,432.56,70.34,21.41,49.44,413.27,529.49,358.63,425.13,863.38,356.59,36.88,198.15,251.42,177.68,197.34,308.61,52.32,0.01585,0.0007,0.02629,0.0004,9.46385,9.42069,3.43682,6.02703,3.39366,37.1,327.87,430.09,295.51,352.69,742.59,299.18,6.71,47.46,74.25,68.53,96.4,155.62,31.94,0.00009,0.28214,0,0.09458,0.09129,0.11165,0.11456,0.08116,0.07077,0.16383,0.15688,0.15474,0.12985,0.12528,0.10372,0.00024,0.02602,0.00015,1440,0.42806,0.00035,0.02092,0.19305,0.13668,0.00006,0.46945,0.17906,0.00054,0.00014,0.00272,-0.00017
IMPAER,MAVI1,1,08/13/2019,41.3309,-70.7846,2.5,MA,0.00768,0.56379,1.68883,0.00036,0.00241,0.03294,0.36121,0.02825,0,0.17329,-0.03187,0.36279,0.60664,0.21668,2.46674,0.21617,0.25076,1.37041,1.5437,0.51449,0.00979,0.00015,0.00057,2.68,63.15,144.73,243.17,512.16,320.51,331.66,780.92,64.69,314.86,463.2,617.56,545.43,542.93,168.56,21.19,55.88,113.12,201.52,477.44,275.08,284.32,721.66,32.48,172.21,288.81,433.21,404.04,399.75,131.38,0.01459,0.00027,0.0601,0.00062,13.26629,13.0333,6.20241,7.06388,5.96941,49.08,87.52,163.4,423.73,232.01,241.77,670.96,2.04,16.91,39.69,85.57,118.48,122.51,55.82,0.00017,0.43705,0.00433,0.19066,0.17764,0.17569,0.16573,0.15045,0.14095,0.26156,0.26016,0.25852,0.2327,0.22607,0.2095,0.00003,0.04142,-0.0001,1424,0.92608,0.00065,0.01739,0.49444,0.15067,0.00068,1.22824,0.43737,0.00076,0.00013,0.00225,0.00094
IMPAER,MAVI1,1,08/16/2019,41.3309,-70.7846,2.5,MA,0.00242,0.1332,1.07117,0,0.00099,0.0101,0.21363,0.03553,0,0.10687,-0.01867,0.13043,0.19647,0.06683,0.93123,0.14229,0.18842,0.51735,0.62422,0.11297,0.00501,0.00001,0.00015,1.13,204.25,200.73,351.86,272.18,793.8,491.4,298.78,110.5,101.08,411.07,324.32,461.8,388.88,43.87,21.4725,182.55,191.47,317.17,253.45,738.07,476.42,282.89,78.99,79.6,332.15,286.08,410.43,348.03,39.35,0.00561,0.00051,0.01424,0.00047,5.42247,4.75815,3.16221,2.26026,2.49789,162.28,172.18,264.34,220.81,688.86,428.31,261.8,6.82,9.97,59.78,73.08,154.04,133.48,19.74,0.00007,0.10326,0,0.16789,0.20344,0.16222,0.09199,0.14897,0.11759,0.21193,0.20618,0.1969,0.16864,0.16744,0.15169,0.00001,0.01359,0.00023,1440,0.20335,0.0001,0.00647,0.10645,0.05207,0.00016,0.77903,0.30179,0.00031,0.00007,0.00111,0
IMPAER,MAVI1,1,08/19/2019,41.3309,-70.7846,2.5,MA,0.01196,0.41092,1.12069,0,0.00117,0.01621,0.09065,0.0176,0,0.05442,-0.04029,0.04628,0.13191,0.08292,0.49437,0.05383,0.06379,0.27465,0.32908,0.22398,0.04943,0.00005,0.00026,1.39,92.94,386.64,261.23,465.28,418.14,492.71,534.27,105.85,459.96,259.03,403.4,481.9,433.87,108.79,21.565,81.07,351.74,246.24,439,385.77,466.4,509.89,74.86,343.51,210.9,343.27,419.67,378.6,96.91,0.00994,0.00058,0.02833,0.0001,6.45519,6.06678,3.01343,3.44176,2.62502,66.59,297.36,211.13,395.57,340.34,422.71,471.97,25.34,134.31,96.8,188.02,269.84,246.84,71.67,0.00034,0.31854,0,0.06299,0.06,0.07031,0.04806,0.05168,0.0474,0.0697,0.06641,0.06828,0.05676,0.05829,0.05869,0.00001,0.01858,0.00002,1440,0.40316,0.00023,0.02509,0.30165,0.14145,0.00039,0.81505,0.28971,0.00113,0.00072,0.0008,0.0005
IMPAER,MAVI1,1,08/22/2019,41.3309,-70.7846,2.5,MA,0.21198,1.11497,2.61514,0.00013,0.0027,0.07802,0.34894,0.05078,0,0.23187,-0.02577,0.25468,0.46846,0.2856,2.07148,0.16785,0.24133,1.15082,1.38269,0.48152,0.00731,0.00041,0.00134,3.63,45.02,352.86,221.83,352.08,226.15,181.73,421.03,44.65,219.73,290.81,147.04,262.44,155.55,131.25,21.3825,37.7,318.96,175.29,333.79,197.23,172.09,361.25,17.46,95.36,147.38,86.08,169.56,101.61,91.91,0.13774,0.00068,0.08133,0.0024,17.40128,17.7279,8.62263,8.77865,8.94926,31.72,289.54,130.87,319.51,158.75,148.5,284.7,0.45,8.93,19.23,14.95,44.93,27.71,34.52,0.00038,0.86432,0.01103,0.22937,0.20782,0.24516,0.23443,0.23318,0.22802,0.24518,0.24518,0.24864,0.23003,0.22772,0.21464,0.00005,0.07567,-0.00002,1440,0.86674,0.00148,0.439,0.52863,2.04907,0.00113,1.90192,0.65341,0.015,0.00073,0.00363,0.00119
IMPAER,MAVI1,1,08/25/2019,41.3309,-70.7846,2.5,MA,0.00352,0.16022,0.57548,0,0.00208,0.01929,0.07554,0.01428,0,0.03596,-0.03561,0.06929,0.15867,0.14044,0.69597,0.05386,0.07077,0.38665,0.42261,0.77105,0.59085,-0.00007,0.00012,0.44,174.27,401.09,333.71,286.32,416.49,435.72,558.11,85.95,193.16,137.29,134.6,123.44,167.94,46.03,21.43,163.73,385.12,320.95,275.65,424.23,422.03,569.61,73.92,171.83,127.53,129.8,119.35,161.83,44.8,0.00158,0.0002,0.06729,0.00051,10.22711,10.1078,3.0229,7.20421,2.90357,131.12,327.88,273.14,235.13,391.22,370.88,531.91,17.98,49.55,44.86,56.92,65.22,90.15,29.78,0.00002,0.1242,0,0.05281,0.05057,0.05434,0.05057,0.0449,0.04032,0.06215,0.06173,0.06939,0.06657,0.07164,0.06683,0.00001,0.02147,-0.00016,1440,1.38789,0.00018,0.00201,0.52028,0.04805,0.00046,0.41853,0.15168,0.00002,0,0.00043,0.00009
IMPAER,MAVI1,1,08/28/2019,41.3309,-70.7846,2.5,MA,0.04103,0.41684,1.07316,0,0.0022,0.04166,0.05363,0.00283,0,0.02066,-0.03511,0.03237,0.10259,0.09205,0.40986,0.0358,0.03745,0.2277,0.24836,1.2728,0.87125,-0.00002,0.00013,0.51,139.5,537.02,85.33,470.52,219.2,396.69,356.08,102.98,395.25,66.83,465.81,185.68,55.04,205.48,21.4825,130.38,514.45,81.85,448.03,215.37,380.27,341.28,88.7,350.01,61.67,424.93,173.89,51.6,192.61,0.02559,-0.00005,0.09528,0.00081,10.8587,10.5325,4.96311,5.89559,4.6369,111.17,432.22,69.96,391.79,193.29,351.14,310.4,26.95,122.37,26.33,224.12,111.43,38.25,123.14,-0.00002,0.32313,0,0.03946,0.04305,0.0479,0.05234,0.03679,0.03379,0.04319,0.0416,0.04122,0.0358,0.0376,0.04495,0.00003,0.0399,0.00002,1440,2.29104,0.00058,0.08033,0.73895,0.42534,0.00096,0.78048,0.274,0.00269,0.00014,0.00054,0.00005
IMPAER,MAVI1,1,08/31/2019,41.3309,-70.7846,2.5,MA,0.01382,0.35785,1.17668,0.00031,0.00171,0.02834,0.4545,0.03368,0,0.20812,-0.00092,0.26503,0.4533,0.29104,2.31932,0.28006,0.33,1.28851,1.49663,0.13427,0.00182,0.00007,0.00109,3.2,49.41,371.33,244.71,354.48,238.76,191.14,426.2,50.04,241.64,319.72,151.47,273.76,160.5,129.73,21.605,38.73,327.91,175.84,340.65,194.82,175.52,363.42,17.12,95.64,143.87,86,169.72,102.13,91.51,0.02991,0.00109,0.01769,0.00073,11.91666,11.386,5.10491,6.81175,4.5743,33.04,299.44,140.02,312.18,163.14,150.45,300.1,0,3.72,10.74,9.76,35.47,21.74,29.64,0.00002,0.2774,0,0.19634,0.25363,0.1779,0.14143,0.3249,0.18058,0.36249,0.35644,0.33941,0.29603,0.29311,0.26911,0.00002,0.02877,0.00018,1440,0.24169,0.00045,0.04742,0.10342,0.27065,0.00032,0.85577,0.32397,0.00185,0.00012,0.00339,0.00053
IMPAER,MAVI1,1,06/02/2020,41.3309,-70.7846,2.5,MA,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
IMPAER,MAVI1,1,06/05/2020,41.3309,-70.7846,2.5,MA,0.03003,1.31463,2.15328,0,0.00388,0.05329,0.24486,0.02127,0,0.12416,-0.0441,0.37029,0.80619,0.33428,2.89553,0.14197,0.17112,1.60863,1.73279,0.87336,0.06619,0.00015,0.0009,2.19,71.1,334.92,254.29,354.83,427.07,441.09,462.32,74.32,410.27,187.39,284.05,372.94,314.47,75.99,21.4875,52.47,264.22,213.78,303.46,362.1,388.25,419.76,26.73,184.93,108.39,194.1,274.51,230.1,59.38,0.02311,0.00076,0.09944,0.00049,15.00013,15.3923,8.04566,6.95447,8.43785,39.48,196.53,161.73,227.06,290.99,304.09,340.43,0.81,9.81,8.11,22.75,52.5,48.31,18.6,0.00009,1.01909,0.00179,0.10039,0.12172,0.12172,0.11685,0.1324,0.14964,0.14128,0.15205,0.16613,0.17058,0.16625,0.16348,0.00004,0.06101,-0.00012,1440,1.57205,0.00081,0.06587,0.69799,0.37821,0.001,1.56602,0.54958,0.00275,0.0005,0.00328,-0.00011
IMPAER,MAVI1,1,06/08/2020,41.3309,-70.7846,2.5,MA,0.01747,0.42522,0.56987,0,0.00172,0.01738,0.17316,0.01891,0,0.12668,-0.02417,0.12101,0.37568,0.20748,1.3417,0.06539,0.11204,0.74539,0.87208,0.21942,0.01503,-0.00001,0.00043,1.98,306.56,346.07,477.1,335.2,525.67,342.07,317.7,147.98,186.52,508.55,300.07,537.07,289.65,69.1,21.605,277,312.99,417.14,300.89,461.32,307.74,286.94,68.68,99.96,327.89,215.92,415.02,222.79,55.88,0.01768,0.00103,0.03221,0.0004,10.33383,10.2422,3.149,7.18483,3.05738,258.83,292.39,347.15,264.26,390.66,264.69,253.43,13.38,24.96,101.24,81.95,204.58,110.92,31.43,0.00015,0.32963,0.00176,0.04953,0.03284,0.07436,0.06839,0.06539,0.04173,0.11309,0.11495,0.11645,0.10736,0.10483,0.09991,0.0006,0.02446,0.00015,1440,0.39496,0.00012,0.03436,0.23037,0.19895,0.00024,0.41445,0.17139,0.00198,0.00039,0.00205,-0.00011
IMPAER,MAVI1,1,06/11/2020,41.3309,-70.7846,2.5,MA,0.1085,0.50436,1.60882,0,0.00537,0.0646,0.09343,-0.00057,0,0.05385,-0.02745,0.12286,0.34312,0.26909,1.34393,0.03901,0.05565,0.74663,0.80048,2.08366,1.38881,0.00007,0.00028,1.31,94,275.55,385.16,468.99,392.52,290,380.85,70.38,218.37,300.05,386.29,249.25,148.71,45.78,21.615,84.23,251.14,341.49,443.98,365.67,287.55,369.16,51.64,168.6,238.78,341.59,222.12,138.52,41.99,0.0239,0.00074,0.12091,0.00057,22.81889,22.9673,7.66326,15.1556,7.8117,64.86,190.62,258.25,357.38,301.36,240.25,320.33,7.08,28.04,51.27,95.64,88.01,56.12,23.3,0.00012,0.39098,0,0.00865,0.03272,0.01646,0,0.05403,0,0.03562,0.04008,0.03925,0.04829,0.06248,0.03146,0.00004,0.06472,0.00005,1440,3.75059,0.00052,0.05788,1.04728,0.55015,0.00154,1.17005,0.3779,0.00216,0.00028,0.0013,0.00069
